Date,Time,Temperature (°C),Humidity (%),Pressure (hPa),Light Intensity (Lux),CO2 (ppm),PM1.0 (µg/m³),PM2.5 (µg/m³),PM10.0 (µg/m³),Uptime,Sensors Online
14/3/2026,11:08:31 am,37.57,37.32,1013.46,15.21,796.0,50.0,72.0,79.0,,
14/3/2026,11:08:41 am,37.56,37.32,1013.51,18.43,782.0,48.0,70.0,78.0,,
14/3/2026,11:08:51 am,37.46,37.43,1013.41,17.97,788.0,47.0,69.0,77.0,,
14/3/2026,11:09:01 am,37.44,37.34,1013.48,17.97,786.0,48.0,72.0,80.0,,
14/3/2026,11:09:11 am,37.46,37.43,1013.44,17.97,800.0,48.0,71.0,79.0,,
14/3/2026,11:09:21 am,37.57,37.32,1013.44,17.97,784.0,49.0,72.0,80.0,,
14/3/2026,11:09:31 am,37.57,37.23,1013.44,17.97,776.0,48.0,71.0,79.0,,
14/3/2026,11:09:42 am,37.62,37.32,1013.45,18.43,783.0,50.0,72.0,80.0,,
14/3/2026,11:09:52 am,37.49,37.24,1013.45,17.97,793.0,48.0,70.0,77.0,,
14/3/2026,11:10:02 am,37.55,37.32,1013.43,17.97,781.0,49.0,71.0,78.0,,
14/3/2026,11:10:12 am,37.56,37.32,1013.46,18.89,784.0,49.0,70.0,79.0,,
14/3/2026,11:10:23 am,37.44,37.24,1013.39,19.35,782.0,50.0,71.0,80.0,,
14/3/2026,11:10:33 am,37.41,37.34,1013.46,19.35,781.0,50.0,72.0,81.0,,
14/3/2026,11:10:43 am,37.32,37.34,1013.41,19.81,782.0,49.0,72.0,81.0,,
14/3/2026,11:10:53 am,37.29,37.43,1013.42,18.89,789.0,48.0,71.0,79.0,,
14/3/2026,11:11:03 am,37.29,37.43,1013.41,18.89,792.0,47.0,71.0,78.0,,
14/3/2026,11:11:13 am,37.39,37.53,1013.38,18.43,793.0,49.0,72.0,79.0,,
14/3/2026,11:11:24 am,37.4,37.63,1013.4,16.13,780.0,49.0,74.0,81.0,,
14/3/2026,11:11:34 am,37.4,37.24,1013.4,16.13,787.0,49.0,74.0,81.0,,
14/3/2026,11:11:44 am,37.44,37.34,1013.41,15.67,784.0,47.0,69.0,77.0,,
14/3/2026,11:11:54 am,37.5,37.05,1013.39,15.21,789.0,47.0,69.0,78.0,,
14/3/2026,11:12:04 am,37.5,36.95,1013.39,15.21,788.0,48.0,70.0,79.0,,
14/3/2026,11:12:14 am,37.41,36.95,1013.42,16.13,784.0,49.0,71.0,79.0,,
14/3/2026,11:12:25 am,37.39,37.15,1013.39,15.67,777.0,48.0,71.0,79.0,,
14/3/2026,11:12:35 am,37.28,37.24,1013.38,15.21,773.0,47.0,71.0,79.0,,
14/3/2026,11:12:45 am,37.25,37.45,1013.34,15.21,763.0,48.0,73.0,80.0,,
14/3/2026,11:12:55 am,37.2,37.45,1013.38,15.67,767.0,46.0,70.0,78.0,,
14/3/2026,11:13:05 am,37.21,37.45,1013.34,15.21,786.0,46.0,69.0,77.0,,
14/3/2026,11:13:16 am,37.27,37.45,1013.4,15.67,773.0,46.0,69.0,76.0,,
14/3/2026,11:13:26 am,37.29,37.34,1013.36,15.21,767.0,48.0,71.0,78.0,,
14/3/2026,11:13:36 am,37.28,37.34,1013.33,14.75,766.0,48.0,72.0,79.0,,
14/3/2026,11:13:46 am,37.29,37.34,1013.29,14.28,769.0,46.0,71.0,77.0,,
14/3/2026,11:13:56 am,37.27,37.26,1013.33,14.28,769.0,45.0,69.0,77.0,,
14/3/2026,11:14:06 am,37.24,37.26,1013.35,15.67,770.0,46.0,71.0,79.0,,
14/3/2026,11:14:17 am,37.25,37.26,1013.3,15.21,769.0,46.0,71.0,79.0,,
14/3/2026,11:14:27 am,37.24,37.16,1013.32,15.21,768.0,44.0,69.0,78.0,,
14/3/2026,11:14:37 am,37.22,37.16,1013.31,7.37,771.0,46.0,70.0,79.0,,
14/3/2026,11:14:47 am,37.36,37.15,1013.3,109.67,767.0,48.0,70.0,78.0,,
14/3/2026,11:14:57 am,37.41,36.85,1013.27,111.51,758.0,47.0,68.0,76.0,,
14/3/2026,11:15:07 am,37.46,36.66,1013.29,114.28,758.0,47.0,68.0,78.0,,
14/3/2026,11:15:17 am,37.47,36.56,1013.25,111.51,766.0,47.0,66.0,77.0,,
14/3/2026,11:15:28 am,37.49,36.46,1013.25,115.2,754.0,47.0,68.0,77.0,,
14/3/2026,11:15:38 am,37.51,36.27,1013.25,114.74,757.0,46.0,69.0,76.0,,
14/3/2026,11:15:48 am,37.51,36.27,1013.21,114.74,760.0,43.0,65.0,75.0,,
14/3/2026,11:15:58 am,37.57,36.16,1013.25,115.2,760.0,44.0,65.0,76.0,,
14/3/2026,11:16:09 am,37.59,36.06,1013.25,115.2,755.0,46.0,68.0,77.0,,
14/3/2026,11:16:19 am,37.6,35.96,1013.23,116.12,752.0,46.0,69.0,76.0,,
14/3/2026,11:16:29 am,37.57,35.96,1013.23,116.12,762.0,47.0,70.0,79.0,,
14/3/2026,11:16:39 am,37.56,35.96,1013.23,115.66,747.0,46.0,70.0,78.0,,
14/3/2026,11:16:50 am,37.57,35.96,1013.24,117.04,744.0,46.0,69.0,78.0,,
14/3/2026,11:17:00 am,37.55,35.96,1013.21,115.66,744.0,47.0,70.0,79.0,,
14/3/2026,11:17:10 am,37.5,35.98,1013.21,117.04,746.0,46.0,68.0,78.0,,
14/3/2026,11:17:20 am,37.51,35.98,1013.18,117.04,740.0,48.0,67.0,77.0,,
14/3/2026,11:17:31 am,37.47,36.08,1013.17,117.04,735.0,47.0,68.0,79.0,,
14/3/2026,11:17:41 am,37.49,36.18,1013.2,116.58,743.0,46.0,67.0,77.0,,
14/3/2026,11:17:51 am,37.47,36.27,1013.21,115.2,750.0,46.0,67.0,76.0,,
14/3/2026,11:18:01 am,37.49,36.27,1013.2,117.04,757.0,46.0,66.0,75.0,,
14/3/2026,11:18:11 am,37.46,36.27,1013.21,115.2,753.0,46.0,67.0,76.0,,
14/3/2026,11:18:21 am,37.46,36.27,1013.22,117.5,762.0,45.0,66.0,76.0,,
14/3/2026,11:18:31 am,37.49,36.27,1013.19,116.58,765.0,46.0,66.0,77.0,,
14/3/2026,11:18:42 am,37.37,36.36,1013.24,116.12,762.0,46.0,66.0,75.0,,
14/3/2026,11:18:52 am,37.4,36.36,1013.17,116.58,751.0,45.0,65.0,74.0,,
14/3/2026,11:19:02 am,37.34,36.36,1013.17,115.2,749.0,45.0,65.0,74.0,,
14/3/2026,11:19:13 am,37.39,36.46,1013.21,115.66,749.0,45.0,66.0,75.0,,
14/3/2026,11:19:23 am,37.39,36.36,1013.18,121.19,761.0,46.0,69.0,77.0,,
14/3/2026,11:19:34 am,37.39,36.36,1013.18,121.19,759.0,45.0,68.0,76.0,,
14/3/2026,11:19:43 am,37.41,36.36,1013.2,123.03,768.0,45.0,69.0,77.0,,
14/3/2026,11:19:54 am,37.4,36.36,1013.14,121.65,764.0,46.0,68.0,78.0,,
14/3/2026,11:20:04 am,37.43,36.36,1013.19,121.65,759.0,46.0,68.0,78.0,,
14/3/2026,11:20:14 am,37.46,36.27,1013.22,123.03,770.0,45.0,65.0,76.0,,
14/3/2026,11:20:24 am,37.47,36.27,1013.16,121.19,759.0,45.0,66.0,76.0,,
14/3/2026,11:20:34 am,37.46,36.27,1013.22,122.11,762.0,45.0,66.0,76.0,,
14/3/2026,11:20:44 am,37.44,36.27,1013.2,120.73,764.0,45.0,66.0,77.0,,
14/3/2026,11:20:54 am,37.41,36.27,1013.19,122.57,756.0,48.0,70.0,79.0,,
14/3/2026,11:21:05 am,37.37,36.27,1013.2,122.57,759.0,47.0,70.0,79.0,,
14/3/2026,11:21:15 am,37.41,36.27,1013.17,122.11,745.0,45.0,68.0,78.0,,
14/3/2026,11:21:26 am,37.36,36.27,1013.18,121.65,756.0,45.0,68.0,78.0,,
14/3/2026,11:21:36 am,37.31,36.27,1013.15,121.65,757.0,46.0,68.0,78.0,,
14/3/2026,11:21:46 am,37.31,36.18,1013.14,121.65,755.0,46.0,66.0,77.0,,
14/3/2026,11:21:56 am,37.29,36.08,1013.11,123.03,757.0,45.0,66.0,76.0,,
14/3/2026,11:22:06 am,37.27,36.1,1013.16,122.57,758.0,46.0,68.0,77.0,,
14/3/2026,11:22:17 am,37.28,36.08,1013.18,121.65,754.0,45.0,67.0,76.0,,
14/3/2026,11:22:27 am,37.25,36.19,1013.17,123.96,753.0,46.0,68.0,78.0,,
14/3/2026,11:22:37 am,37.27,36.19,1013.17,122.11,751.0,45.0,65.0,76.0,,
14/3/2026,11:22:48 am,37.27,36.19,1013.15,122.57,743.0,46.0,67.0,78.0,,
14/3/2026,11:22:58 am,37.28,36.27,1013.16,123.49,746.0,45.0,65.0,76.0,,
14/3/2026,11:23:08 am,37.29,36.27,1013.15,123.49,750.0,46.0,67.0,77.0,,
14/3/2026,11:23:18 am,37.31,36.27,1013.13,123.03,748.0,44.0,67.0,76.0,,
14/3/2026,11:23:28 am,37.37,36.18,1013.14,122.57,754.0,46.0,69.0,77.0,,
14/3/2026,11:23:39 am,37.37,36.27,1013.1,121.65,750.0,46.0,68.0,77.0,,
14/3/2026,11:23:49 am,37.39,36.18,1013.14,122.57,753.0,46.0,68.0,77.0,,
14/3/2026,11:23:59 am,37.34,36.27,1013.12,123.03,752.0,46.0,68.0,77.0,,
14/3/2026,11:24:09 am,37.36,36.27,1013.11,123.49,755.0,46.0,69.0,77.0,,
14/3/2026,11:24:20 am,37.34,36.36,1013.14,121.65,750.0,46.0,69.0,77.0,,
14/3/2026,11:24:30 am,37.37,36.27,1013.14,122.11,753.0,46.0,72.0,79.0,,
14/3/2026,11:24:40 am,37.4,36.36,1013.17,123.96,752.0,45.0,70.0,77.0,,
14/3/2026,11:30:04 am,37.17,36.58,1013.04,122.57,0.0,44.0,65.0,78.0,,
14/3/2026,11:30:14 am,37.12,36.48,1013.03,122.11,0.0,43.0,63.0,76.0,,
14/3/2026,11:30:24 am,37.13,36.48,1013.01,122.11,0.0,43.0,63.0,75.0,,
14/3/2026,11:30:34 am,37.13,36.48,1013.01,125.34,0.0,44.0,64.0,75.0,,
14/3/2026,11:30:43 am,37.17,36.48,1013.01,125.34,0.0,44.0,64.0,75.0,,
14/3/2026,11:30:53 am,37.17,36.58,1013.01,125.34,0.0,45.0,67.0,76.0,,
14/3/2026,11:31:04 am,37.21,36.87,1013.0,96.77,0.0,46.0,70.0,79.0,,
14/3/2026,11:31:14 am,37.21,36.38,1013.03,95.85,0.0,44.0,68.0,76.0,,
14/3/2026,11:31:24 am,37.21,36.29,1013.0,97.69,0.0,42.0,67.0,75.0,,
14/3/2026,11:31:34 am,37.25,36.19,1013.02,94.92,0.0,44.0,68.0,76.0,,
14/3/2026,11:31:44 am,37.22,36.19,1013.0,94.92,0.0,44.0,65.0,75.0,,
14/3/2026,11:31:54 am,37.22,36.19,1012.99,94.46,0.0,46.0,66.0,76.0,,
14/3/2026,11:32:04 am,37.22,36.19,1013.01,95.39,0.0,45.0,65.0,76.0,,
14/3/2026,11:32:14 am,37.2,36.19,1013.0,95.85,0.0,43.0,65.0,76.0,,
14/3/2026,11:32:24 am,37.2,36.29,1012.97,97.23,0.0,44.0,65.0,76.0,,
14/3/2026,11:32:34 am,37.17,36.29,1012.98,96.31,0.0,43.0,64.0,75.0,,
14/3/2026,11:32:45 am,37.17,36.38,1012.98,94.46,0.0,44.0,66.0,77.0,,
14/3/2026,11:32:55 am,37.09,36.38,1012.98,96.31,0.0,45.0,66.0,76.0,,
14/3/2026,11:33:05 am,37.07,36.38,1013.0,96.31,0.0,46.0,66.0,76.0,,
14/3/2026,11:33:15 am,37.09,36.48,1012.91,94.92,0.0,47.0,68.0,76.0,,
14/3/2026,11:33:25 am,37.12,36.38,1012.96,97.23,0.0,46.0,66.0,75.0,,
14/3/2026,11:33:35 am,37.13,36.38,1013.0,96.77,0.0,47.0,68.0,76.0,,
14/3/2026,11:33:46 am,37.13,36.29,1012.96,96.77,0.0,45.0,66.0,76.0,,
14/3/2026,11:33:56 am,37.12,36.29,1012.96,95.39,0.0,45.0,66.0,76.0,,
14/3/2026,11:34:06 am,37.15,36.19,1012.95,95.85,0.0,46.0,66.0,77.0,,
14/3/2026,11:34:16 am,37.12,36.19,1012.96,96.31,0.0,44.0,65.0,75.0,,
14/3/2026,11:34:26 am,37.1,36.29,1012.98,95.39,0.0,45.0,67.0,76.0,,
14/3/2026,11:34:36 am,37.12,36.29,1012.95,96.31,0.0,46.0,69.0,77.0,,
14/3/2026,11:34:46 am,37.09,36.29,1013.01,96.77,0.0,45.0,67.0,74.0,,
14/3/2026,11:34:56 am,37.07,36.29,1012.97,95.85,0.0,46.0,68.0,75.0,,
14/3/2026,11:35:06 am,37.07,36.29,1012.97,97.23,0.0,45.0,67.0,75.0,,
14/3/2026,11:35:16 am,37.07,36.1,1012.96,98.15,0.0,45.0,69.0,77.0,,
14/3/2026,11:35:27 am,37.06,36.1,1012.96,94.92,0.0,45.0,69.0,76.0,,
14/3/2026,11:35:37 am,37.05,36.1,1012.93,96.31,0.0,45.0,67.0,75.0,,
14/3/2026,11:35:47 am,37.05,36.1,1012.95,96.31,0.0,46.0,68.0,76.0,,
14/3/2026,11:35:57 am,37.05,36.0,1012.95,98.61,0.0,47.0,68.0,77.0,,
14/3/2026,11:36:07 am,37.05,35.9,1012.95,96.31,0.0,45.0,66.0,76.0,,
14/3/2026,11:36:18 am,37.06,36.0,1012.94,95.39,0.0,45.0,66.0,76.0,,
14/3/2026,11:36:28 am,37.02,36.02,1012.93,98.61,0.0,45.0,67.0,76.0,,
14/3/2026,11:36:39 am,37.05,36.0,1012.92,95.85,0.0,45.0,67.0,76.0,,
14/3/2026,11:36:49 am,37.05,36.1,1012.94,95.39,0.0,45.0,65.0,75.0,,
14/3/2026,11:36:59 am,37.05,36.0,1012.91,95.39,0.0,45.0,65.0,75.0,,
14/3/2026,11:40:13 am,36.99,35.82,1012.85,98.15,0.0,0.0,0.0,0.0,,
14/3/2026,11:40:22 am,37.0,35.72,1012.86,96.31,0.0,45.0,68.0,76.0,,
14/3/2026,11:40:31 am,37.0,35.53,1012.84,99.07,0.0,45.0,66.0,76.0,,
14/3/2026,11:40:41 am,37.02,35.53,1012.8,97.23,0.0,45.0,66.0,76.0,,
14/3/2026,11:40:51 am,37.05,35.51,1012.84,96.31,0.0,45.0,67.0,75.0,,
14/3/2026,11:41:02 am,37.05,35.51,1012.81,95.85,0.0,45.0,66.0,75.0,,
14/3/2026,11:41:12 am,37.13,35.61,1012.82,88.47,0.0,45.0,65.0,75.0,,
14/3/2026,11:41:22 am,37.18,35.32,1012.83,96.31,0.0,44.0,66.0,76.0,,
14/3/2026,11:41:32 am,37.18,35.61,1012.81,96.31,0.0,43.0,63.0,75.0,,
14/3/2026,11:41:42 am,37.2,35.61,1012.84,97.23,0.0,44.0,64.0,76.0,,
14/3/2026,11:41:52 am,37.18,35.61,1012.82,96.77,0.0,45.0,66.0,77.0,,
14/3/2026,11:42:02 am,37.13,35.61,1012.83,96.31,0.0,44.0,64.0,75.0,,
14/3/2026,11:42:12 am,37.12,35.71,1012.82,95.85,0.0,43.0,63.0,74.0,,
14/3/2026,11:42:22 am,37.13,35.61,1012.8,76.95,0.0,43.0,64.0,74.0,,
14/3/2026,11:42:32 am,37.12,35.71,1012.85,119.35,0.0,43.0,63.0,74.0,,
14/3/2026,11:42:43 am,37.1,35.71,1012.83,119.81,0.0,45.0,64.0,75.0,,
14/3/2026,11:42:53 am,37.1,35.71,1012.8,87.09,0.0,43.0,61.0,74.0,,
14/3/2026,11:43:03 am,37.06,35.8,1012.79,120.27,0.0,44.0,64.0,75.0,,
14/3/2026,11:43:13 am,37.06,35.8,1012.81,118.43,0.0,44.0,65.0,75.0,,
14/3/2026,11:43:24 am,37.06,35.8,1012.78,118.43,0.0,43.0,66.0,76.0,,
14/3/2026,11:43:34 am,37.1,35.8,1012.8,120.73,0.0,44.0,66.0,77.0,,
14/3/2026,11:43:44 am,37.09,35.8,1012.81,120.27,0.0,45.0,65.0,76.0,,
14/3/2026,11:43:54 am,37.13,35.8,1012.81,118.43,0.0,44.0,65.0,75.0,,
14/3/2026,11:44:05 am,37.12,35.8,1012.79,119.81,0.0,43.0,63.0,73.0,,
14/3/2026,11:44:15 am,37.15,35.9,1012.79,119.81,0.0,43.0,64.0,74.0,,
14/3/2026,11:44:25 am,37.12,35.8,1012.77,118.89,0.0,43.0,66.0,75.0,,
14/3/2026,11:44:35 am,37.13,35.8,1012.74,120.27,0.0,44.0,67.0,76.0,,
14/3/2026,11:44:46 am,37.2,35.71,1012.82,118.89,0.0,42.0,65.0,75.0,,
14/3/2026,11:44:56 am,37.18,35.8,1012.79,118.89,0.0,44.0,66.0,75.0,,
14/3/2026,11:45:06 am,37.2,35.71,1012.77,118.43,0.0,44.0,65.0,74.0,,
14/3/2026,11:45:16 am,37.18,35.71,1012.79,63.13,0.0,45.0,65.0,74.0,,
14/3/2026,11:45:26 am,37.2,36.97,1012.79,112.44,0.0,42.0,63.0,74.0,,
14/3/2026,11:45:36 am,37.2,35.8,1012.8,119.35,0.0,43.0,64.0,75.0,,
14/3/2026,11:45:46 am,37.2,35.8,1012.78,120.27,0.0,45.0,66.0,76.0,,
14/3/2026,11:45:57 am,37.18,35.71,1012.75,118.89,0.0,45.0,66.0,76.0,,
14/3/2026,11:46:07 am,37.18,35.71,1012.81,119.35,0.0,46.0,68.0,78.0,,
14/3/2026,11:46:17 am,37.18,35.71,1012.77,117.5,0.0,46.0,68.0,76.0,,
14/3/2026,11:46:27 am,37.17,35.71,1012.81,120.73,0.0,46.0,68.0,76.0,,
14/3/2026,11:46:38 am,37.18,35.71,1012.77,119.81,0.0,47.0,68.0,77.0,,
14/3/2026,11:46:48 am,37.18,35.71,1012.77,119.35,0.0,45.0,67.0,76.0,,
14/3/2026,11:46:58 am,37.21,35.71,1012.78,120.73,0.0,47.0,68.0,77.0,,
Invalid Date,Invalid Date,37.21,35.8,1012.76,120.73,0.0,45.0,67.0,77.0,,
14/3/2026,11:47:45 am,37.2,35.8,1012.74,120.27,0.0,44.0,67.0,77.0,,
14/3/2026,11:47:51 am,37.18,35.8,1012.75,121.19,0.0,43.0,66.0,76.0,,
14/3/2026,11:48:01 am,37.21,35.8,1012.72,118.89,0.0,44.0,66.0,76.0,,
14/3/2026,11:48:11 am,37.18,35.8,1012.73,109.67,0.0,44.0,64.0,75.0,,
14/3/2026,11:48:21 am,37.2,35.8,1012.74,120.27,0.0,43.0,64.0,74.0,,
14/3/2026,11:48:31 am,37.21,35.8,1012.78,120.27,0.0,45.0,66.0,76.0,,
14/3/2026,11:48:41 am,37.2,35.8,1012.7,119.35,0.0,46.0,67.0,77.0,,
14/3/2026,11:48:51 am,37.18,35.9,1012.74,117.5,0.0,45.0,65.0,75.0,,
14/3/2026,11:49:02 am,37.21,35.8,1012.75,114.74,0.0,45.0,65.0,75.0,,
14/3/2026,11:49:12 am,37.21,35.8,1012.76,118.89,0.0,45.0,64.0,75.0,,
14/3/2026,11:49:22 am,37.22,35.9,1012.74,117.04,0.0,45.0,66.0,75.0,,
14/3/2026,11:49:32 am,37.24,35.71,1012.71,119.81,0.0,46.0,68.0,76.0,,
14/3/2026,11:49:42 am,37.24,35.71,1012.64,120.27,0.0,45.0,68.0,77.0,,
14/3/2026,11:49:52 am,37.25,35.71,1012.71,118.43,0.0,42.0,64.0,75.0,,
14/3/2026,11:51:01 am,35.28,38.75,1012.72,33.18,0.0,48.0,67.0,73.0,,
14/3/2026,11:51:11 am,35.48,39.24,1012.72,40.09,500.0,44.0,66.0,72.0,,
14/3/2026,11:51:21 am,35.75,39.1,1012.74,40.09,500.0,45.0,68.0,76.0,,
14/3/2026,11:51:31 am,36.01,38.7,1012.7,40.09,500.0,45.0,65.0,76.0,,
14/3/2026,11:51:41 am,36.25,38.21,1012.68,40.09,500.0,43.0,63.0,74.0,,
14/3/2026,11:51:51 am,36.49,37.8,1012.7,40.55,500.0,44.0,64.0,75.0,,
14/3/2026,11:52:01 am,36.69,37.59,1012.68,40.55,500.0,46.0,68.0,76.0,,
Invalid Date,Invalid Date,36.84,37.57,1012.72,41.01,0.0,46.0,69.0,78.0,,
14/3/2026,11:52:37 am,36.9,37.37,1012.74,40.55,500.0,43.0,66.0,75.0,,
14/3/2026,11:52:47 am,37.05,37.26,1012.68,39.63,500.0,45.0,69.0,77.0,,
14/3/2026,11:52:57 am,37.09,37.35,1012.7,23.96,500.0,45.0,68.0,77.0,,
14/3/2026,11:53:07 am,37.13,36.97,1012.74,41.01,500.0,46.0,68.0,78.0,,
14/3/2026,11:53:17 am,37.27,36.87,1012.72,40.55,500.0,45.0,66.0,76.0,,
14/3/2026,11:53:27 am,37.4,36.66,1012.72,40.55,1341.0,43.0,66.0,74.0,,
14/3/2026,11:53:37 am,37.49,36.46,1012.7,35.48,1264.0,44.0,68.0,76.0,,
14/3/2026,11:53:47 am,37.62,36.35,1012.71,35.94,1073.0,44.0,67.0,74.0,,
14/3/2026,11:53:57 am,37.7,36.16,1012.65,37.32,947.0,43.0,65.0,74.0,,
14/3/2026,11:54:07 am,37.81,35.85,1012.71,39.63,897.0,43.0,65.0,74.0,,
14/3/2026,11:54:18 am,37.44,44.03,1012.73,10.6,1649.0,45.0,66.0,74.0,,
14/3/2026,11:54:28 am,37.57,42.17,1012.71,38.25,3537.0,44.0,65.0,75.0,,
14/3/2026,11:54:38 am,37.7,39.16,1012.68,37.79,3780.0,46.0,66.0,76.0,,
14/3/2026,11:54:48 am,37.81,37.88,1012.66,37.79,3342.0,44.0,64.0,76.0,,
14/3/2026,11:54:58 am,37.93,37.3,1012.7,32.72,2949.0,45.0,65.0,77.0,,
14/3/2026,11:55:08 am,38.01,36.82,1012.69,28.57,2296.0,45.0,65.0,76.0,,
14/3/2026,11:55:19 am,38.12,36.51,1012.71,29.95,2065.0,45.0,66.0,76.0,,
14/3/2026,11:55:29 am,38.2,36.22,1012.69,38.71,1638.0,45.0,67.0,79.0,,
14/3/2026,11:55:39 am,38.3,36.0,1012.69,39.63,1446.0,45.0,66.0,76.0,,
14/3/2026,11:55:49 am,38.35,35.62,1012.66,39.63,1196.0,45.0,65.0,75.0,,
14/3/2026,11:56:00 am,38.42,35.52,1012.66,39.63,1019.0,44.0,66.0,75.0,,
14/3/2026,11:56:10 am,38.52,35.42,1012.7,27.19,965.0,44.0,66.0,76.0,,
14/3/2026,12:02:34 pm,37.27,35.13,1012.55,4.61,0.0,44.0,67.0,76.0,,
14/3/2026,12:03:21 pm,36.2,36.65,1012.5,40.55,0.0,46.0,68.0,85.0,,
14/3/2026,12:03:31 pm,36.22,36.75,1012.46,70.5,0.0,46.0,69.0,79.0,,
14/3/2026,12:03:41 pm,36.27,36.55,1012.46,69.58,0.0,49.0,74.0,81.0,,
14/3/2026,12:03:50 pm,36.34,36.54,1012.51,71.42,0.0,50.0,74.0,82.0,,
14/3/2026,12:04:01 pm,36.43,36.44,1012.45,52.99,0.0,49.0,74.0,81.0,,
14/3/2026,12:04:11 pm,36.46,36.44,1012.49,61.75,0.0,48.0,72.0,79.0,,
14/3/2026,12:04:21 pm,36.46,36.34,1012.44,57.14,0.0,45.0,67.0,75.0,,
14/3/2026,12:04:31 pm,36.49,36.34,1012.4,59.44,0.0,45.0,68.0,76.0,,
14/3/2026,12:04:41 pm,36.6,36.13,1012.42,59.9,0.0,47.0,71.0,78.0,,
14/3/2026,12:04:51 pm,36.59,36.04,1012.39,61.75,0.0,50.0,73.0,79.0,,
14/3/2026,12:05:01 pm,36.57,35.94,1012.51,61.29,0.0,50.0,74.0,79.0,,
14/3/2026,12:05:11 pm,36.6,35.94,1012.46,61.75,0.0,50.0,74.0,79.0,,
14/3/2026,12:05:22 pm,36.6,35.84,1012.49,61.29,0.0,51.0,76.0,84.0,,
14/3/2026,12:05:32 pm,36.64,35.74,1012.45,60.36,0.0,49.0,73.0,81.0,,
14/3/2026,12:05:42 pm,36.68,35.64,1012.46,43.32,0.0,48.0,72.0,80.0,,
14/3/2026,12:05:52 pm,36.72,35.74,1012.47,59.44,0.0,46.0,69.0,77.0,,
14/3/2026,12:06:02 pm,36.72,35.74,1012.44,57.14,0.0,45.0,67.0,76.0,,
14/3/2026,12:06:12 pm,36.71,35.74,1012.43,788.89,0.0,45.0,68.0,76.0,,
14/3/2026,12:06:23 pm,36.76,35.64,1012.46,59.9,0.0,43.0,66.0,74.0,,
14/3/2026,12:06:33 pm,36.87,36.5,1012.45,21.66,0.0,44.0,67.0,75.0,,
14/3/2026,12:06:43 pm,125.0,36.02,1012.43,58.98,0.0,45.0,67.0,75.0,,
14/3/2026,12:06:53 pm,125.0,34.95,1012.43,76.49,0.0,47.0,71.0,77.0,,
14/3/2026,12:07:03 pm,125.0,34.85,1012.43,77.88,0.0,46.0,69.0,76.0,,
14/3/2026,12:07:13 pm,125.0,34.83,1012.41,78.34,0.0,46.0,67.0,76.0,,
14/3/2026,12:07:24 pm,125.0,34.93,1012.43,79.26,0.0,46.0,68.0,77.0,,
14/3/2026,12:07:34 pm,125.0,34.93,1012.41,79.26,0.0,45.0,69.0,79.0,,
14/3/2026,12:07:44 pm,125.0,34.83,1012.44,70.5,0.0,44.0,67.0,76.0,,
14/3/2026,12:07:54 pm,125.0,34.74,1012.42,76.03,0.0,43.0,64.0,74.0,,
14/3/2026,12:08:05 pm,125.0,34.35,1012.43,76.49,0.0,43.0,61.0,73.0,,
14/3/2026,12:08:15 pm,125.0,34.44,1012.35,76.49,0.0,43.0,60.0,72.0,,
14/3/2026,12:08:25 pm,125.0,34.44,1012.4,76.49,0.0,41.0,59.0,72.0,,
14/3/2026,12:08:35 pm,125.0,34.44,1012.4,76.49,0.0,41.0,59.0,72.0,,
14/3/2026,12:08:45 pm,125.0,34.44,1012.4,77.41,0.0,42.0,60.0,73.0,,
14/3/2026,12:08:56 pm,125.0,34.25,1012.43,75.57,0.0,41.0,59.0,71.0,,
14/3/2026,12:09:06 pm,125.0,34.06,1012.45,76.03,0.0,42.0,60.0,72.0,,
14/3/2026,12:09:16 pm,125.0,34.06,1012.4,76.95,0.0,42.0,62.0,73.0,,
14/3/2026,12:09:26 pm,125.0,33.84,1012.4,77.41,0.0,41.0,61.0,72.0,,
14/3/2026,12:09:46 pm,125.0,33.56,1012.37,77.41,0.0,42.0,61.0,72.0,,
14/3/2026,12:09:56 pm,125.0,33.65,1012.39,77.88,0.0,44.0,65.0,75.0,,
14/3/2026,12:10:06 pm,125.0,33.65,1012.38,77.41,0.0,45.0,67.0,75.0,,
14/3/2026,12:10:40 pm,36.81,34.75,1012.32,71.88,0.0,44.0,66.0,76.0,,
14/3/2026,12:10:49 pm,36.9,34.56,1012.36,69.12,0.0,44.0,66.0,76.0,,
14/3/2026,12:10:59 pm,37.0,34.46,1012.36,67.74,0.0,43.0,67.0,76.0,,
14/3/2026,12:11:09 pm,37.13,34.16,1012.33,67.28,0.0,44.0,66.0,76.0,,
14/3/2026,12:11:19 pm,37.24,33.96,1012.33,65.89,0.0,43.0,64.0,75.0,,
14/3/2026,12:11:29 pm,37.39,33.84,1012.34,64.97,0.0,43.0,64.0,75.0,,
14/3/2026,12:11:39 pm,37.44,33.65,1012.32,65.89,0.0,42.0,63.0,74.0,,
14/3/2026,12:11:50 pm,37.55,33.15,1012.32,64.51,0.0,42.0,64.0,74.0,,
14/3/2026,12:12:00 pm,37.6,33.25,1012.33,64.51,0.0,43.0,64.0,74.0,,
14/3/2026,12:12:10 pm,37.7,33.44,1012.37,70.04,0.0,44.0,63.0,75.0,,
14/3/2026,12:12:20 pm,37.75,33.64,1012.32,70.5,0.0,42.0,61.0,74.0,,
